,Ano,Mes,PaisDestino,DeptoOrigen,CantidadUnidades,ValorMilespesos,Toneladas,date
1058,2010,Jul,Noruega,Huila,20995,177813,21,Jul 2010
1059,2010,Jul,Noruega,Risaralda,121706,1044395,122,Jul 2010
1060,2010,Jul,Noruega,Santander,19195,157801,19,Jul 2010
1061,2010,Jul,Noruega,Tolima,57703,507428,58,Jul 2010
1062,2010,Jul,Paises Bajos,Antioquia,129250,1095144,129,Jul 2010
1063,2010,Jul,Paises Bajos,Caldas,6700,154145,7,Jul 2010
1064,2010,Jul,Paises Bajos,Cauca,21619,178502,22,Jul 2010
1065,2010,Jul,Paises Bajos,Huila,21625,178552,22,Jul 2010
1066,2010,Jul,Paises Bajos,Narino,19254,150828,19,Jul 2010
1067,2010,Jul,Paises Bajos,Norte de Santander,21632,184227,22,Jul 2010
1068,2010,Jul,Panama,Antioquia,1927,60423,2,Jul 2010
1069,2010,Jul,Paraguay,Antioquia,5549,142870,6,Jul 2010
1070,2010,Jul,Peru,Antioquia,936,24477,1,Jul 2010
1071,2010,Jul,Peru,Cundinamarca,207,4672,0,Jul 2010
1072,2010,Jul,Peru,Valle del Cauca,60421,523035,60,Jul 2010
1073,2010,Jul,Polonia,Risaralda,57738,556942,58,Jul 2010
1074,2010,Jul,Portugal,Bogota,257,7567,0,Jul 2010
1075,2010,Jul,Portugal,Huila,19225,151617,19,Jul 2010
1076,2010,Jul,Portugal,Quindio,19211,151603,19,Jul 2010
1077,2010,Jul,Puerto Rico,Antioquia,8046,211513,8,Jul 2010
1078,2010,Jul,Puerto Rico,Valle del Cauca,6806,174659,7,Jul 2010
1079,2010,Jul,Reino Unido,Antioquia,159685,1781581,160,Jul 2010
1080,2010,Jul,Reino Unido,Bogota,60817,505172,61,Jul 2010
1081,2010,Jul,Reino Unido,Caldas,240432,2374717,240,Jul 2010
1082,2010,Jul,Reino Unido,Huila,57806,518537,58,Jul 2010
1083,2010,Jul,Reino Unido,Magdalena,21707,187596,22,Jul 2010
1084,2010,Jul,Reino Unido,Narino,43439,400159,43,Jul 2010
1085,2010,Jul,Reino Unido,Quindio,17537,181610,18,Jul 2010
1086,2010,Jul,Reino Unido,Risaralda,97795,818804,98,Jul 2010
1087,2010,Jul,Reino Unido,Santander,19192,150671,19,Jul 2010
1088,2010,Jul,Reino Unido,Tolima,168690,1632518,169,Jul 2010
1089,2010,Jul,Reino Unido,Valle del Cauca,43374,367485,43,Jul 2010
1090,2010,Jul,Republica Dominicana,Antioquia,15070,89985,15,Jul 2010
1091,2010,Jul,Republica Dominicana,Valle del Cauca,1035,26439,1,Jul 2010
1092,2010,Jul,Rusia,Caldas,233620,5001553,234,Jul 2010
1093,2010,Jul,Rusia,Tolima,19273,164030,19,Jul 2010
1094,2010,Jul,Singapur,Valle del Cauca,19236,158058,19,Jul 2010
1095,2010,Jul,Siria-Republica Arabe,Huila,19294,180603,19,Jul 2010
1096,2010,Jul,Siria-Republica Arabe,Risaralda,38480,330570,38,Jul 2010
1097,2010,Jul,Suecia,Bogota,20914,186966,21,Jul 2010
1098,2010,Jul,Suecia,Cundinamarca,41842,333508,42,Jul 2010
1099,2010,Jul,Suecia,Huila,41902,326402,42,Jul 2010
1100,2010,Jul,Suecia,Risaralda,103935,838941,104,Jul 2010
1101,2010,Jul,Suecia,Santander,168000,1420607,168,Jul 2010
1102,2010,Jul,Suiza,Caldas,52,3048,0,Jul 2010
1103,2010,Jul,Taiwan - provincia de China,Quindio,18197,141736,18,Jul 2010
1104,2010,Jul,Taiwan - provincia de China,Risaralda,3484,40995,3,Jul 2010
1105,2010,Jul,Trinidad y Tobago,Antioquia,6635,166737,7,Jul 2010
1106,2010,Jul,Venezuela,Risaralda,30996,1057194,31,Jul 2010
1107,2010,Jul,Venezuela,Valle del Cauca,46315,1264875,46,Jul 2010
1108,2010,Jun,Alemania,Antioquia,51516,624763,52,Jun 2010
1109,2010,Jun,Alemania,Bogota,185825,1464688,186,Jun 2010
1110,2010,Jun,Alemania,Caldas,241638,3734472,242,Jun 2010
1111,2010,Jun,Alemania,Huila,154158,1382408,154,Jun 2010
1112,2010,Jun,Alemania,Magdalena,17484,192779,17,Jun 2010
1113,2010,Jun,Alemania,Norte de Santander,41999,346621,42,Jun 2010
1114,2010,Jun,Alemania,Risaralda,231437,1925160,231,Jun 2010
1115,2010,Jun,Alemania,Santander,19243,167683,19,Jun 2010
1116,2010,Jun,Alemania,Tolima,12610,103671,13,Jun 2010
1117,2010,Jun,Alemania,Valle del Cauca,165902,1390261,166,Jun 2010
1118,2010,Jun,Antigua y Barbuda,Antioquia,211,5161,0,Jun 2010
1119,2010,Jun,Antillas Holandesas,Bogota,771,16768,1,Jun 2010
1120,2010,Jun,Argentina,Antioquia,19250,168489,19,Jun 2010
1121,2010,Jun,Argentina,Bogota,19930,211812,20,Jun 2010
1122,2010,Jun,Australia,Antioquia,26005,323192,26,Jun 2010
1123,2010,Jun,Australia,Caldas,19247,180047,19,Jun 2010
1124,2010,Jun,Australia,Huila,39221,323987,39,Jun 2010
1125,2010,Jun,Australia,Risaralda,116098,1016336,116,Jun 2010
1126,2010,Jun,Australia,Tolima,36530,299668,37,Jun 2010
1127,2010,Jun,Australia,Valle del Cauca,78718,656651,79,Jun 2010
1128,2010,Jun,Barbados,Antioquia,1947,54654,2,Jun 2010
1129,2010,Jun,Belgica,Antioquia,77578,629044,78,Jun 2010
1130,2010,Jun,Belgica,Bogota,400710,3202023,401,Jun 2010
1131,2010,Jun,Belgica,Caldas,596963,5651882,597,Jun 2010
1132,2010,Jun,Belgica,Cauca,344671,2905933,345,Jun 2010
1133,2010,Jun,Belgica,Huila,249308,1788536,249,Jun 2010
1134,2010,Jun,Belgica,Magdalena,76903,798924,77,Jun 2010
1135,2010,Jun,Belgica,Narino,115551,1200447,116,Jun 2010
1136,2010,Jun,Belgica,Quindio,19240,150543,19,Jun 2010
1137,2010,Jun,Belgica,Risaralda,309708,2551329,310,Jun 2010
1138,2010,Jun,Belgica,Santander,19218,153230,19,Jun 2010
1139,2010,Jun,Belgica,Tolima,265591,1939199,266,Jun 2010
1140,2010,Jun,Belgica,Valle del Cauca,363224,2597610,363,Jun 2010
1141,2010,Jun,Bolivia,Antioquia,3239,72958,3,Jun 2010
1142,2010,Jun,Bolivia,Valle del Cauca,1244,50303,1,Jun 2010
1143,2010,Jun,Canada,Antioquia,770152,6295745,770,Jun 2010
1144,2010,Jun,Canada,Bogota,254597,2014782,255,Jun 2010
1145,2010,Jun,Canada,Caldas,315709,2946697,316,Jun 2010
1146,2010,Jun,Canada,Cauca,94504,744051,95,Jun 2010
1147,2010,Jun,Canada,Huila,211432,1725368,211,Jun 2010
1148,2010,Jun,Canada,Norte de Santander,77003,665886,77,Jun 2010
1149,2010,Jun,Canada,Quindio,110107,947074,110,Jun 2010
1150,2010,Jun,Canada,Risaralda,500138,4139672,500,Jun 2010
1151,2010,Jun,Canada,Santander,192304,1540385,192,Jun 2010
1152,2010,Jun,Canada,Tolima,403998,3377624,404,Jun 2010
1153,2010,Jun,Canada,Valle del Cauca,115387,995657,115,Jun 2010
1154,2010,Jun,Chile,Antioquia,63499,314578,64,Jun 2010
1155,2010,Jun,Chile,Bogota,10417,361966,10,Jun 2010
1156,2010,Jun,China,Bogota,26487,213107,26,Jun 2010
1157,2010,Jun,China,Caldas,43,157,0,Jun 2010
1158,2010,Jun,Corea,Antioquia,23390,619520,23,Jun 2010
1159,2010,Jun,Corea,Caldas,23458,294988,23,Jun 2010
1160,2010,Jun,Corea,Cauca,17402,148332,17,Jun 2010
1161,2010,Jun,Corea,Huila,201121,1664681,201,Jun 2010
1162,2010,Jun,Corea,Quindio,237142,1955532,237,Jun 2010
1163,2010,Jun,Corea,Risaralda,513246,4175917,513,Jun 2010
1164,2010,Jun,Corea,Tolima,101490,829928,101,Jun 2010
1165,2010,Jun,Corea,Valle del Cauca,268069,2163456,268,Jun 2010
1166,2010,Jun,Costa Rica,Antioquia,80777,276142,81,Jun 2010
1167,2010,Jun,Dinamarca,Caldas,21434,601309,21,Jun 2010
1168,2010,Jun,Dinamarca,Quindio,42076,354320,42,Jun 2010
1169,2010,Jun,Ecuador,Antioquia,55946,1574470,56,Jun 2010
1170,2010,Jun,Ecuador,Bogota,8096,233696,8,Jun 2010
1171,2010,Jun,Ecuador,Caldas,5628,233763,6,Jun 2010
1172,2010,Jun,Ecuador,Valle del Cauca,10471,284343,10,Jun 2010
1173,2010,Jun,El Salvador,Caldas,3067,143100,3,Jun 2010
1174,2010,Jun,Espana,Antioquia,59385,792003,59,Jun 2010
1175,2010,Jun,Espana,Bogota,43400,372228,43,Jun 2010
1176,2010,Jun,Espana,Caldas,97138,788416,97,Jun 2010
1177,2010,Jun,Espana,Cauca,40979,321912,41,Jun 2010
1178,2010,Jun,Espana,Cundinamarca,96292,847966,96,Jun 2010
1179,2010,Jun,Espana,Huila,464761,4167826,465,Jun 2010
1180,2010,Jun,Espana,Narino,43430,349822,43,Jun 2010
1181,2010,Jun,Espana,Norte de Santander,64509,516354,65,Jun 2010
1182,2010,Jun,Espana,Risaralda,209959,1642494,210,Jun 2010
1183,2010,Jun,Espana,Santander,43340,366415,43,Jun 2010
1184,2010,Jun,Espana,Tolima,19241,168703,19,Jun 2010
1185,2010,Jun,Espana,Valle del Cauca,22142,165426,22,Jun 2010
1186,2010,Jun,Estados Unidos,Antioquia,3486865,30117478,3487,Jun 2010
1187,2010,Jun,Estados Unidos,Atlantico,213,4093,0,Jun 2010
1188,2010,Jun,Estados Unidos,Bogota,1466630,11581028,1467,Jun 2010
1189,2010,Jun,Estados Unidos,Caldas,1606948,15583691,1607,Jun 2010
1190,2010,Jun,Estados Unidos,Cauca,615840,4900839,616,Jun 2010
1191,2010,Jun,Estados Unidos,Cundinamarca,168304,1340733,168,Jun 2010
1192,2010,Jun,Estados Unidos,Huila,1110885,8859896,1111,Jun 2010
1193,2010,Jun,Estados Unidos,Magdalena,160930,1289902,161,Jun 2010
1194,2010,Jun,Estados Unidos,Narino,380770,2952412,381,Jun 2010
1195,2010,Jun,Estados Unidos,Norte de Santander,76995,643582,77,Jun 2010
1196,2010,Jun,Estados Unidos,Quindio,802826,6582606,803,Jun 2010
1197,2010,Jun,Estados Unidos,Risaralda,4185364,34193944,4185,Jun 2010
1198,2010,Jun,Estados Unidos,Santander,365629,2897391,366,Jun 2010
1199,2010,Jun,Estados Unidos,Tolima,1221847,11580678,1222,Jun 2010
1200,2010,Jun,Estados Unidos,Valle del Cauca,913287,7281191,913,Jun 2010
1201,2010,Jun,Finlandia,Antioquia,20954,173438,21,Jun 2010
1202,2010,Jun,Finlandia,Bogota,105352,803773,105,Jun 2010
1203,2010,Jun,Finlandia,Cauca,20962,168128,21,Jun 2010
1204,2010,Jun,Finlandia,Huila,83883,672791,84,Jun 2010
1205,2010,Jun,Finlandia,Risaralda,104746,832790,105,Jun 2010
1206,2010,Jun,Finlandia,Tolima,126013,1024535,126,Jun 2010
1207,2010,Jun,Francia,Antioquia,2974,73703,3,Jun 2010
1208,2010,Jun,Francia,Huila,153895,1232943,154,Jun 2010
1209,2010,Jun,Francia,Risaralda,120511,989690,121,Jun 2010
1210,2010,Jun,Francia,Tolima,126245,992625,126,Jun 2010
1211,2010,Jun,Francia,Valle del Cauca,30000,655623,30,Jun 2010
1212,2010,Jun,Granada,Antioquia,896,31898,1,Jun 2010
1213,2010,Jun,Guyana,Antioquia,260,10069,0,Jun 2010
1214,2010,Jun,Hong Kong,Antioquia,7000,142357,7,Jun 2010
1215,2010,Jun,Hong Kong,Caldas,8500,160412,8,Jun 2010
1216,2010,Jun,Irlanda,Santander,19213,171198,19,Jun 2010
1217,2010,Jun,Islandia,Bogota,19920,157005,20,Jun 2010
1218,2010,Jun,Israel,Antioquia,19197,133309,19,Jun 2010
1219,2010,Jun,Israel,Bogota,19962,153761,20,Jun 2010
1220,2010,Jun,Israel,Cauca,38576,335101,39,Jun 2010
1221,2010,Jun,Israel,Huila,19307,156113,19,Jun 2010
1222,2010,Jun,Israel,Risaralda,38473,299012,38,Jun 2010
1223,2010,Jun,Italia,Antioquia,199502,1689166,200,Jun 2010
1224,2010,Jun,Italia,Bogota,196290,1643111,196,Jun 2010
1225,2010,Jun,Italia,Caldas,55988,504313,56,Jun 2010
1226,2010,Jun,Italia,Huila,96733,787505,97,Jun 2010
1227,2010,Jun,Italia,Risaralda,40926,340055,41,Jun 2010
1228,2010,Jun,Italia,Santander,138728,1094858,139,Jun 2010
1229,2010,Jun,Italia,Tolima,19204,150808,19,Jun 2010
1230,2010,Jun,Japan,Antioquia,1294601,11840812,1295,Jun 2010
1231,2010,Jun,Japan,Bogota,102408,904579,102,Jun 2010
1232,2010,Jun,Japan,Caldas,1050954,8760256,1051,Jun 2010
1233,2010,Jun,Japan,Cauca,455884,3552668,456,Jun 2010
1234,2010,Jun,Japan,Cundinamarca,34921,287322,35,Jun 2010
1235,2010,Jun,Japan,Huila,709286,5806912,709,Jun 2010
1236,2010,Jun,Japan,Magdalena,111879,972526,112,Jun 2010
1237,2010,Jun,Japan,Quindio,603399,5035029,603,Jun 2010
1238,2010,Jun,Japan,Risaralda,1212257,9759284,1212,Jun 2010
1239,2010,Jun,Japan,Tolima,78748,694523,79,Jun 2010
1240,2010,Jun,Japan,Valle del Cauca,592810,4853475,593,Jun 2010
1241,2010,Jun,Jordania,Tolima,19202,169768,19,Jun 2010
1242,2010,Jun,Libano,Bogota,19256,162888,19,Jun 2010
1243,2010,Jun,Libano,Risaralda,19977,174944,20,Jun 2010
1244,2010,Jun,Lituania,Caldas,3438,121648,3,Jun 2010
1245,2010,Jun,Malasia,Cauca,20013,167547,20,Jun 2010
1246,2010,Jun,Malasia,Tolima,6840,235436,7,Jun 2010
1247,2010,Jun,Marruecos,Bogota,19301,155662,19,Jun 2010
1248,2010,Jun,Mexico,Caldas,7104,226453,7,Jun 2010
1249,2010,Jun,Mexico,Norte de Santander,19233,132945,19,Jun 2010
1250,2010,Jun,Mexico,Risaralda,19268,170926,19,Jun 2010
1251,2010,Jun,Mexico,Valle del Cauca,19203,178930,19,Jun 2010
1252,2010,Jun,Noruega,Antioquia,57645,371498,58,Jun 2010
1253,2010,Jun,Noruega,Caldas,9331,325399,9,Jun 2010
1254,2010,Jun,Noruega,Risaralda,99733,848433,100,Jun 2010
1255,2010,Jun,Noruega,Santander,41964,318588,42,Jun 2010
1256,2010,Jun,Nueva Zelandia,Antioquia,3175,112515,3,Jun 2010
1257,2010,Jun,Nueva Zelandia,Huila,19234,169030,19,Jun 2010
1258,2010,Jun,Nueva Zelandia,Tolima,18865,154243,19,Jun 2010
1259,2010,Jun,Nueva Zelandia,Valle del Cauca,76947,620625,77,Jun 2010
1260,2010,Jun,Paises Bajos,Antioquia,3073,45307,3,Jun 2010
1261,2010,Jun,Paises Bajos,Bogota,400,11051,0,Jun 2010
1262,2010,Jun,Paises Bajos,Caldas,6700,224827,7,Jun 2010
1263,2010,Jun,Paises Bajos,Huila,76576,550895,77,Jun 2010
1264,2010,Jun,Paises Bajos,Narino,19175,156556,19,Jun 2010
1265,2010,Jun,Paises Bajos,Valle del Cauca,64988,434426,65,Jun 2010
1266,2010,Jun,Panama,Antioquia,7396,50266,7,Jun 2010
1267,2010,Jun,Panama,Bogota,420,6258,0,Jun 2010
1268,2010,Jun,Paraguay,Antioquia,5221,133784,5,Jun 2010
1269,2010,Jun,Peru,Antioquia,8375,111361,8,Jun 2010
1270,2010,Jun,Peru,Bogota,1050,15078,1,Jun 2010
1271,2010,Jun,Peru,Caldas,4154,128327,4,Jun 2010
1272,2010,Jun,Peru,Valle del Cauca,72851,679971,73,Jun 2010
1273,2010,Jun,Polonia,Bogota,253,6053,0,Jun 2010
1274,2010,Jun,Polonia,Caldas,73116,789337,73,Jun 2010
1275,2010,Jun,Portugal,Bogota,19215,170215,19,Jun 2010
1276,2010,Jun,Portugal,Huila,21640,224364,22,Jun 2010
1277,2010,Jun,Puerto Rico,Antioquia,23983,212642,24,Jun 2010
1278,2010,Jun,Reino Unido,Antioquia,30164,1812224,30,Jun 2010
1279,2010,Jun,Reino Unido,Bogota,766,28740,1,Jun 2010
1280,2010,Jun,Reino Unido,Caldas,222863,2940955,223,Jun 2010
1281,2010,Jun,Reino Unido,Cauca,108353,742106,108,Jun 2010
1282,2010,Jun,Reino Unido,Huila,19237,152015,19,Jun 2010
1283,2010,Jun,Reino Unido,Quindio,17490,149780,17,Jun 2010
1284,2010,Jun,Reino Unido,Risaralda,39877,330229,40,Jun 2010
1285,2010,Jun,Reino Unido,Santander,84000,778273,84,Jun 2010
1286,2010,Jun,Reino Unido,Tolima,96256,837887,96,Jun 2010
1287,2010,Jun,Republica Dominicana,Antioquia,1588,51046,2,Jun 2010
1288,2010,Jun,Rusia,Antioquia,19233,157183,19,Jun 2010
1289,2010,Jun,Rusia,Caldas,159964,3571728,160,Jun 2010
1290,2010,Jun,Rusia,Risaralda,19234,156842,19,Jun 2010
1291,2010,Jun,Rusia,Santander,19217,154090,19,Jun 2010
1292,2010,Jun,San Vicente y las Granadinas,Antioquia,344,8816,0,Jun 2010
1293,2010,Jun,Santa Lucia,Antioquia,559,11147,1,Jun 2010
1294,2010,Jun,Singapur,Valle del Cauca,19229,160760,19,Jun 2010
1295,2010,Jun,Sudafrica,Risaralda,19238,149599,19,Jun 2010
1296,2010,Jun,Suecia,Antioquia,41897,336302,42,Jun 2010
1297,2010,Jun,Suecia,Bogota,294700,2298592,295,Jun 2010
1298,2010,Jun,Suecia,Caldas,20979,168396,21,Jun 2010
1299,2010,Jun,Suecia,Huila,41884,340282,42,Jun 2010
1300,2010,Jun,Suecia,Risaralda,126022,1013662,126,Jun 2010
1301,2010,Jun,Suecia,Santander,210000,1737276,210,Jun 2010
1302,2010,Jun,Taiwan - provincia de China,Caldas,6600,166667,7,Jun 2010
1303,2010,Jun,Taiwan - provincia de China,Cauca,18902,145668,19,Jun 2010
1304,2010,Jun,Taiwan - provincia de China,Magdalena,13963,129938,14,Jun 2010
1305,2010,Jun,Taiwan - provincia de China,Risaralda,38804,344102,39,Jun 2010
1306,2010,Jun,Uruguay,Antioquia,4686,115998,5,Jun 2010
1307,2010,Jun,Venezuela,Antioquia,12936,327995,13,Jun 2010
1308,2010,Jun,Venezuela,Valle del Cauca,106341,2865928,106,Jun 2010
1309,2010,Mar,Alemania,Antioquia,73599,817545,74,Mar 2010
1310,2010,Mar,Alemania,Bogota,20000,180197,20,Mar 2010
1311,2010,Mar,Alemania,Caldas,265127,4496220,265,Mar 2010
1312,2010,Mar,Alemania,Huila,170807,1190461,171,Mar 2010
1313,2010,Mar,Alemania,Magdalena,41989,385375,42,Mar 2010
1314,2010,Mar,Alemania,Quindio,65475,394012,65,Mar 2010
1315,2010,Mar,Alemania,Risaralda,332627,2874607,333,Mar 2010
1316,2010,Mar,Alemania,Santander,133656,977038,134,Mar 2010
1317,2010,Mar,Alemania,Tolima,78344,624114,78,Mar 2010
1318,2010,Mar,Alemania,Valle del Cauca,12241,104288,12,Mar 2010
1319,2010,Mar,Antillas Holandesas,Valle del Cauca,5133,158790,5,Mar 2010
1320,2010,Mar,Aruba,Antioquia,3269,73540,3,Mar 2010
1321,2010,Mar,Aruba,Bogota,550,9394,1,Mar 2010
1322,2010,Mar,Australia,Bogota,57786,512448,58,Mar 2010
1323,2010,Mar,Australia,Huila,57671,469314,58,Mar 2010
1324,2010,Mar,Australia,Risaralda,77595,642228,78,Mar 2010
1325,2010,Mar,Australia,Tolima,19316,162583,19,Mar 2010
1326,2010,Mar,Australia,Valle del Cauca,57764,448049,58,Mar 2010
1327,2010,Mar,Belgica,Antioquia,331099,2311304,331,Mar 2010
1328,2010,Mar,Belgica,Bogota,443359,3859552,443,Mar 2010
1329,2010,Mar,Belgica,Caldas,413110,4084542,413,Mar 2010
1330,2010,Mar,Belgica,Cauca,666730,6344801,667,Mar 2010
1331,2010,Mar,Belgica,Huila,403362,2759532,403,Mar 2010
1332,2010,Mar,Belgica,Magdalena,21255,219201,21,Mar 2010
1333,2010,Mar,Belgica,Narino,432908,3543843,433,Mar 2010
1334,2010,Mar,Belgica,Risaralda,162006,1253741,162,Mar 2010
1335,2010,Mar,Belgica,Santander,57826,520200,58,Mar 2010
1336,2010,Mar,Belgica,Tolima,176028,1477771,176,Mar 2010
1337,2010,Mar,Bolivia,Antioquia,3185,76405,3,Mar 2010
1338,2010,Mar,Canada,Antioquia,942103,7225446,942,Mar 2010
1339,2010,Mar,Canada,Arauca,19871,159681,20,Mar 2010
1340,2010,Mar,Canada,Bogota,320154,2432983,320,Mar 2010
1341,2010,Mar,Canada,Caldas,197778,1819914,198,Mar 2010
1342,2010,Mar,Canada,Cauca,55985,476459,56,Mar 2010
1343,2010,Mar,Canada,Cundinamarca,19243,143442,19,Mar 2010
1344,2010,Mar,Canada,Huila,410895,3282407,411,Mar 2010
1345,2010,Mar,Canada,Magdalena,19239,154424,19,Mar 2010
1346,2010,Mar,Canada,Norte de Santander,134820,996744,135,Mar 2010
1347,2010,Mar,Canada,Quindio,94598,647161,95,Mar 2010
1348,2010,Mar,Canada,Risaralda,479649,3651585,480,Mar 2010
1349,2010,Mar,Canada,Santander,480884,3654784,481,Mar 2010
1350,2010,Mar,Canada,Sucre,76980,673669,77,Mar 2010
1351,2010,Mar,Canada,Tolima,225162,1804028,225,Mar 2010
1352,2010,Mar,Canada,Valle del Cauca,96165,752846,96,Mar 2010
1353,2010,Mar,Chile,Antioquia,25486,273165,25,Mar 2010
1354,2010,Mar,Chile,Bogota,9589,255816,10,Mar 2010
1355,2010,Mar,Chile,Caldas,10208,355585,10,Mar 2010
1356,2010,Mar,China,Caldas,5760,280809,6,Mar 2010
1357,2010,Mar,Corea,Antioquia,3835,377902,4,Mar 2010
1358,2010,Mar,Corea,Bogota,4235,131359,4,Mar 2010
1359,2010,Mar,Corea,Caldas,119798,1151214,120,Mar 2010
1360,2010,Mar,Corea,Huila,143382,1115108,143,Mar 2010
1361,2010,Mar,Corea,Norte de Santander,22750,174519,23,Mar 2010
1362,2010,Mar,Corea,Risaralda,892426,7102506,892,Mar 2010
1363,2010,Mar,Corea,Tolima,6840,226642,7,Mar 2010
1364,2010,Mar,Corea,Valle del Cauca,35002,334716,35,Mar 2010
1365,2010,Mar,Costa Rica,Antioquia,23551,70600,24,Mar 2010
1366,2010,Mar,Costa Rica,Bogota,25,28,0,Mar 2010
1367,2010,Mar,Dinamarca,Antioquia,19876,164244,20,Mar 2010
1368,2010,Mar,Dinamarca,Caldas,24134,769992,24,Mar 2010
1369,2010,Mar,Dinamarca,Huila,41922,366104,42,Mar 2010
1370,2010,Mar,Dinamarca,Risaralda,84062,727127,84,Mar 2010
1371,2010,Mar,Ecuador,Antioquia,47761,550362,48,Mar 2010
1372,2010,Mar,Ecuador,Bogota,3990,78252,4,Mar 2010
1373,2010,Mar,Ecuador,Caldas,6467,224157,6,Mar 2010
1374,2010,Mar,Ecuador,Valle del Cauca,91340,2619738,91,Mar 2010
1375,2010,Mar,El Salvador,Caldas,3067,151098,3,Mar 2010
1376,2010,Mar,Emiratos Arabe,Risaralda,18000,172959,18,Mar 2010
1377,2010,Mar,Eslovenia,Caldas,19895,170324,20,Mar 2010
1378,2010,Mar,Espana,Antioquia,444230,3200527,444,Mar 2010
1379,2010,Mar,Espana,Bogota,65455,610487,65,Mar 2010
1380,2010,Mar,Espana,Caldas,55229,487982,55,Mar 2010
1381,2010,Mar,Espana,Huila,289711,1911123,290,Mar 2010
1382,2010,Mar,Espana,Narino,21700,167212,22,Mar 2010
1383,2010,Mar,Espana,Risaralda,13921,105184,14,Mar 2010
1384,2010,Mar,Espana,Tolima,57628,482417,58,Mar 2010
1385,2010,Mar,Estados Unidos,Antioquia,2793789,39757171,2794,Mar 2010
1386,2010,Mar,Estados Unidos,Atlantico,231,938,0,Mar 2010
1387,2010,Mar,Estados Unidos,Bogota,1543516,13003449,1544,Mar 2010
1388,2010,Mar,Estados Unidos,Caldas,1951351,16204274,1951,Mar 2010
1389,2010,Mar,Estados Unidos,Cauca,169658,1426646,170,Mar 2010
1390,2010,Mar,Estados Unidos,Cundinamarca,19238,159945,19,Mar 2010
1391,2010,Mar,Estados Unidos,Huila,1043815,7926400,1044,Mar 2010
1392,2010,Mar,Estados Unidos,Magdalena,251695,1960006,252,Mar 2010
1393,2010,Mar,Estados Unidos,Narino,19179,142524,19,Mar 2010
1394,2010,Mar,Estados Unidos,Quindio,581227,4687097,581,Mar 2010
1395,2010,Mar,Estados Unidos,Risaralda,2018677,15981232,2019,Mar 2010
1396,2010,Mar,Estados Unidos,Santander,211546,1657033,212,Mar 2010
1397,2010,Mar,Estados Unidos,Tolima,312890,3165119,313,Mar 2010
1398,2010,Mar,Estados Unidos,Valle del Cauca,288582,2280388,289,Mar 2010
1399,2010,Mar,Estonia,Huila,19268,170730,19,Mar 2010
1400,2010,Mar,Finlandia,Antioquia,146535,1240078,147,Mar 2010
1401,2010,Mar,Finlandia,Caldas,260971,2503978,261,Mar 2010
1402,2010,Mar,Finlandia,Huila,188681,1303755,189,Mar 2010
1403,2010,Mar,Finlandia,Risaralda,207992,1608661,208,Mar 2010
1404,2010,Mar,Finlandia,Santander,125357,1065422,125,Mar 2010
1405,2010,Mar,Finlandia,Tolima,20906,173445,21,Mar 2010
1406,2010,Mar,Francia,Antioquia,287494,2076906,288,Mar 2010
1407,2010,Mar,Francia,Bogota,130326,1132321,130,Mar 2010
1408,2010,Mar,Francia,Caldas,387945,3066276,388,Mar 2010
1409,2010,Mar,Francia,Huila,86565,518422,87,Mar 2010
1410,2010,Mar,Francia,Risaralda,156027,1309338,156,Mar 2010
1411,2010,Mar,Francia,Santander,63000,559161,63,Mar 2010
1412,2010,Mar,Francia,Valle del Cauca,96608,770167,97,Mar 2010
1413,2010,Mar,Grecia,Bogota,19179,135027,19,Mar 2010
1414,2010,Mar,Grecia,Huila,19214,165037,19,Mar 2010
1415,2010,Mar,Grecia,Risaralda,19935,172761,20,Mar 2010
1416,2010,Mar,Grecia,Santander,19585,142735,20,Mar 2010
1417,2010,Mar,Guatemala,Antioquia,1555,27353,2,Mar 2010
1418,2010,Mar,Guyana,Antioquia,1479,32501,1,Mar 2010
1419,2010,Mar,Hong Kong,Antioquia,1300,41914,1,Mar 2010
1420,2010,Mar,Hong Kong,Caldas,35000,254361,35,Mar 2010
1421,2010,Mar,Hong Kong,Valle del Cauca,19241,168059,19,Mar 2010
1422,2010,Mar,Indonesia,Antioquia,19276,173431,19,Mar 2010
1423,2010,Mar,Israel,Antioquia,77070,571164,77,Mar 2010
1424,2010,Mar,Israel,Bogota,38434,333690,38,Mar 2010
1425,2010,Mar,Israel,Caldas,19204,167352,19,Mar 2010
1426,2010,Mar,Israel,Magdalena,19250,154710,19,Mar 2010
1427,2010,Mar,Israel,Risaralda,77582,646942,78,Mar 2010
1428,2010,Mar,Italia,Antioquia,10000,239113,10,Mar 2010
1429,2010,Mar,Italia,Bogota,156748,1363369,157,Mar 2010
1430,2010,Mar,Italia,Huila,59819,512120,60,Mar 2010
1431,2010,Mar,Italia,Quindio,20998,185818,21,Mar 2010
1432,2010,Mar,Italia,Risaralda,19885,154354,20,Mar 2010
1433,2010,Mar,Italia,Santander,20983,188072,21,Mar 2010
1434,2010,Mar,Japan,Antioquia,706434,6856884,706,Mar 2010
1435,2010,Mar,Japan,Bogota,103761,831737,104,Mar 2010
1436,2010,Mar,Japan,Caldas,1517221,13051326,1517,Mar 2010
1437,2010,Mar,Japan,Cauca,908605,7359105,909,Mar 2010
1438,2010,Mar,Japan,Huila,3146400,24382959,3146,Mar 2010
1439,2010,Mar,Japan,Magdalena,714935,5812265,715,Mar 2010
