,Ano,Mes,PaisDestino,DeptoOrigen,CantidadUnidades,ValorMilespesos,Toneladas,date
0,2010,Apr,Alemania,Antioquia,159381,1598808,159,Apr 2010
1,2010,Apr,Alemania,Bogota,62897,550003,63,Apr 2010
2,2010,Apr,Alemania,Caldas,168899,3221473,169,Apr 2010
3,2010,Apr,Alemania,Cauca,43369,279884,43,Apr 2010
4,2010,Apr,Alemania,Huila,117655,894646,118,Apr 2010
5,2010,Apr,Alemania,Magdalena,208062,1869513,208,Apr 2010
6,2010,Apr,Alemania,Quindio,38548,268413,39,Apr 2010
7,2010,Apr,Alemania,Risaralda,59752,492065,60,Apr 2010
8,2010,Apr,Alemania,Santander,38455,300850,38,Apr 2010
9,2010,Apr,Alemania,Tolima,38407,316157,38,Apr 2010
10,2010,Apr,Alemania,Valle del Cauca,20984,171410,21,Apr 2010
11,2010,Apr,Antigua y Barbuda,Boyaca,0,0,0,Apr 2010
12,2010,Apr,Antillas Holandesas,Antioquia,6254,161625,6,Apr 2010
13,2010,Apr,Antillas Holandesas,Valle del Cauca,2562,80396,3,Apr 2010
14,2010,Apr,Arabia Saudita,Risaralda,17947,169730,18,Apr 2010
15,2010,Apr,Argentina,Bogota,19952,204164,20,Apr 2010
16,2010,Apr,Aruba,Antioquia,2639,69870,3,Apr 2010
17,2010,Apr,Aruba,Bogota,575,10053,1,Apr 2010
18,2010,Apr,Aruba,Valle del Cauca,7679,240981,8,Apr 2010
19,2010,Apr,Australia,Antioquia,6750,160755,7,Apr 2010
20,2010,Apr,Australia,Bogota,96341,866458,96,Apr 2010
21,2010,Apr,Australia,Caldas,42440,530805,42,Apr 2010
22,2010,Apr,Australia,Huila,59297,501560,59,Apr 2010
23,2010,Apr,Australia,Quindio,18974,167176,19,Apr 2010
24,2010,Apr,Barbados,Antioquia,630,16675,1,Apr 2010
25,2010,Apr,Belgica,Antioquia,143769,1109043,144,Apr 2010
26,2010,Apr,Belgica,Bogota,248952,2126073,249,Apr 2010
27,2010,Apr,Belgica,Caldas,788631,8131157,789,Apr 2010
28,2010,Apr,Belgica,Cauca,86620,605986,87,Apr 2010
29,2010,Apr,Belgica,Huila,39100,330917,39,Apr 2010
30,2010,Apr,Belgica,Norte de Santander,19611,137418,20,Apr 2010
31,2010,Apr,Belgica,Risaralda,182169,1454857,182,Apr 2010
32,2010,Apr,Belgica,Santander,278286,2047746,278,Apr 2010
33,2010,Apr,Belgica,Tolima,134595,1124528,135,Apr 2010
34,2010,Apr,Belgica,Valle del Cauca,138160,956440,138,Apr 2010
35,2010,Apr,Bolivia,Valle del Cauca,4749,191449,5,Apr 2010
36,2010,Apr,Brasil,Bogota,40,94,0,Apr 2010
37,2010,Apr,Canada,Antioquia,519318,4087272,519,Apr 2010
38,2010,Apr,Canada,Bogota,36663,312792,37,Apr 2010
39,2010,Apr,Canada,Caldas,365256,3102592,365,Apr 2010
40,2010,Apr,Canada,Cauca,115526,965787,116,Apr 2010
41,2010,Apr,Canada,Huila,478492,4047684,478,Apr 2010
42,2010,Apr,Canada,Magdalena,75148,571921,75,Apr 2010
43,2010,Apr,Canada,Norte de Santander,57689,412864,58,Apr 2010
44,2010,Apr,Canada,Quindio,36719,300383,37,Apr 2010
45,2010,Apr,Canada,Risaralda,517555,4160569,518,Apr 2010
46,2010,Apr,Canada,Santander,96252,816473,96,Apr 2010
47,2010,Apr,Canada,Tolima,346941,2605846,347,Apr 2010
48,2010,Apr,Canada,Valle del Cauca,19246,144924,19,Apr 2010
49,2010,Apr,Chile,Antioquia,93684,831564,94,Apr 2010
50,2010,Apr,Chile,Bogota,597,32558,1,Apr 2010
51,2010,Apr,Chile,Cundinamarca,6020,36738,6,Apr 2010
52,2010,Apr,Chile,Risaralda,17500,170563,18,Apr 2010
53,2010,Apr,Corea,Antioquia,118738,1363149,119,Apr 2010
54,2010,Apr,Corea,Bogota,5816,77689,6,Apr 2010
55,2010,Apr,Corea,Cauca,155094,1346984,155,Apr 2010
56,2010,Apr,Corea,Huila,104218,887006,104,Apr 2010
57,2010,Apr,Corea,Narino,10574,110899,11,Apr 2010
58,2010,Apr,Corea,Norte de Santander,38500,362382,38,Apr 2010
59,2010,Apr,Corea,Quindio,170605,1419249,171,Apr 2010
60,2010,Apr,Corea,Risaralda,824344,6628426,824,Apr 2010
61,2010,Apr,Corea,Tolima,51026,413807,51,Apr 2010
62,2010,Apr,Corea,Valle del Cauca,68541,645092,69,Apr 2010
63,2010,Apr,Costa Rica,Antioquia,23890,135632,24,Apr 2010
64,2010,Apr,Dinamarca,Caldas,26272,357828,26,Apr 2010
65,2010,Apr,Dinamarca,Cauca,19914,165548,20,Apr 2010
66,2010,Apr,Dinamarca,Risaralda,20957,175759,21,Apr 2010
67,2010,Apr,Ecuador,Antioquia,20210,333270,20,Apr 2010
68,2010,Apr,Ecuador,Bogota,8615,192673,9,Apr 2010
69,2010,Apr,Ecuador,Caldas,6759,280916,7,Apr 2010
70,2010,Apr,Ecuador,Valle del Cauca,98953,2508216,99,Apr 2010
71,2010,Apr,Egipto,Quindio,19233,177240,19,Apr 2010
72,2010,Apr,El Salvador,Antioquia,2160,6310,2,Apr 2010
73,2010,Apr,Espana,Antioquia,351251,3196445,351,Apr 2010
74,2010,Apr,Espana,Bogota,60967,604447,61,Apr 2010
75,2010,Apr,Espana,Caldas,183038,1521358,183,Apr 2010
76,2010,Apr,Espana,Cauca,43320,275246,43,Apr 2010
77,2010,Apr,Espana,Huila,349815,2702405,350,Apr 2010
78,2010,Apr,Espana,Magdalena,19162,173289,19,Apr 2010
79,2010,Apr,Espana,Risaralda,96017,822736,96,Apr 2010
80,2010,Apr,Espana,Valle del Cauca,65060,488149,65,Apr 2010
81,2010,Apr,Estados Unidos,Antioquia,2688819,31717987,2689,Apr 2010
82,2010,Apr,Estados Unidos,Atlantico,71770,200540,72,Apr 2010
83,2010,Apr,Estados Unidos,Bogota,384106,3247166,384,Apr 2010
84,2010,Apr,Estados Unidos,Caldas,1342176,12769357,1342,Apr 2010
85,2010,Apr,Estados Unidos,Cauca,343657,2647890,344,Apr 2010
86,2010,Apr,Estados Unidos,Cundinamarca,19223,137840,19,Apr 2010
87,2010,Apr,Estados Unidos,Huila,1150974,9139169,1151,Apr 2010
88,2010,Apr,Estados Unidos,Magdalena,178373,1409991,178,Apr 2010
89,2010,Apr,Estados Unidos,Quindio,665343,5589571,665,Apr 2010
90,2010,Apr,Estados Unidos,Risaralda,3483680,28828387,3484,Apr 2010
91,2010,Apr,Estados Unidos,Santander,455442,3803027,455,Apr 2010
92,2010,Apr,Estados Unidos,Tolima,471090,5419042,471,Apr 2010
93,2010,Apr,Estados Unidos,Valle del Cauca,288783,2455440,289,Apr 2010
94,2010,Apr,Finlandia,Antioquia,20985,177626,21,Apr 2010
95,2010,Apr,Finlandia,Bogota,210332,1684107,210,Apr 2010
96,2010,Apr,Finlandia,Caldas,84792,717420,85,Apr 2010
97,2010,Apr,Finlandia,Huila,355951,2861244,356,Apr 2010
98,2010,Apr,Finlandia,Magdalena,19232,198010,19,Apr 2010
99,2010,Apr,Finlandia,Santander,104997,947822,105,Apr 2010
100,2010,Apr,Francia,Antioquia,148881,1385476,149,Apr 2010
101,2010,Apr,Francia,Bogota,42059,375802,42,Apr 2010
102,2010,Apr,Francia,Caldas,92935,960423,93,Apr 2010
103,2010,Apr,Francia,Quindio,43624,279086,44,Apr 2010
104,2010,Apr,Francia,Risaralda,43143,276537,43,Apr 2010
105,2010,Apr,Francia,Santander,81385,645536,81,Apr 2010
106,2010,Apr,Granada,Antioquia,567,20264,1,Apr 2010
107,2010,Apr,Grecia,Risaralda,39912,332848,40,Apr 2010
108,2010,Apr,Grecia,Santander,19246,166202,19,Apr 2010
109,2010,Apr,Hong Kong,Antioquia,6750,167710,7,Apr 2010
110,2010,Apr,Hong Kong,Valle del Cauca,38504,338924,38,Apr 2010
111,2010,Apr,Irlanda,Caldas,76753,649592,77,Apr 2010
112,2010,Apr,Irlanda,Quindio,19239,171345,19,Apr 2010
113,2010,Apr,Israel,Antioquia,19242,136811,19,Apr 2010
114,2010,Apr,Israel,Caldas,15375,361547,15,Apr 2010
115,2010,Apr,Israel,Risaralda,95098,854382,95,Apr 2010
116,2010,Apr,Italia,Antioquia,20975,184092,21,Apr 2010
117,2010,Apr,Italia,Bogota,78966,707737,79,Apr 2010
118,2010,Apr,Italia,Cauca,20997,187131,21,Apr 2010
119,2010,Apr,Italia,Cundinamarca,21000,192778,21,Apr 2010
120,2010,Apr,Italia,Huila,39891,348311,40,Apr 2010
121,2010,Apr,Italia,Risaralda,77439,713469,77,Apr 2010
122,2010,Apr,Italia,Santander,58460,499837,58,Apr 2010
123,2010,Apr,Italia,Tolima,19225,167249,19,Apr 2010
124,2010,Apr,Japan,Antioquia,786521,7428435,787,Apr 2010
125,2010,Apr,Japan,Bogota,49340,546088,49,Apr 2010
126,2010,Apr,Japan,Caldas,1195390,10212046,1195,Apr 2010
127,2010,Apr,Japan,Cauca,77667,584124,78,Apr 2010
128,2010,Apr,Japan,Huila,1566585,11791239,1567,Apr 2010
129,2010,Apr,Japan,Magdalena,318081,2674676,318,Apr 2010
130,2010,Apr,Japan,Quindio,634723,5369110,635,Apr 2010
131,2010,Apr,Japan,Risaralda,1720499,14339969,1720,Apr 2010
132,2010,Apr,Japan,Santander,87328,614658,87,Apr 2010
133,2010,Apr,Japan,Tolima,103024,936479,103,Apr 2010
134,2010,Apr,Japan,Valle del Cauca,870397,6451218,870,Apr 2010
135,2010,Apr,Libano,Quindio,19333,166978,19,Apr 2010
136,2010,Apr,Malasia,Antioquia,6840,244894,7,Apr 2010
137,2010,Apr,Marruecos,Tolima,38921,327168,39,Apr 2010
138,2010,Apr,Mexico,Bogota,1000,9989,1,Apr 2010
139,2010,Apr,Mexico,Caldas,20563,645359,21,Apr 2010
140,2010,Apr,Mexico,Huila,19160,132508,19,Apr 2010
141,2010,Apr,Mexico,Risaralda,19258,172712,19,Apr 2010
142,2010,Apr,Noruega,Caldas,38496,337042,38,Apr 2010
143,2010,Apr,Noruega,Huila,239551,1900312,240,Apr 2010
144,2010,Apr,Noruega,Risaralda,99972,843848,100,Apr 2010
145,2010,Apr,Noruega,Santander,42000,362368,42,Apr 2010
146,2010,Apr,Noruega,Tolima,195973,1366119,196,Apr 2010
147,2010,Apr,Nueva Zelandia,Huila,19278,165416,19,Apr 2010
148,2010,Apr,Nueva Zelandia,Magdalena,17454,161290,17,Apr 2010
149,2010,Apr,Nueva Zelandia,Quindio,18773,172420,19,Apr 2010
150,2010,Apr,Nueva Zelandia,Santander,17435,132267,17,Apr 2010
151,2010,Apr,Nueva Zelandia,Valle del Cauca,19203,153548,19,Apr 2010
152,2010,Apr,Paises Bajos,Caldas,13400,312385,13,Apr 2010
153,2010,Apr,Panama,Antioquia,13117,47401,13,Apr 2010
154,2010,Apr,Peru,Bogota,56422,536609,56,Apr 2010
155,2010,Apr,Peru,Valle del Cauca,64900,477151,65,Apr 2010
156,2010,Apr,Portugal,Risaralda,19223,167869,19,Apr 2010
157,2010,Apr,Puerto Rico,Antioquia,17187,355948,17,Apr 2010
158,2010,Apr,Reino Unido,Antioquia,187235,1547369,187,Apr 2010
159,2010,Apr,Reino Unido,Bogota,21101,177030,21,Apr 2010
160,2010,Apr,Reino Unido,Caldas,195389,2242505,195,Apr 2010
161,2010,Apr,Reino Unido,Cauca,19291,184533,19,Apr 2010
162,2010,Apr,Reino Unido,Huila,57641,467703,58,Apr 2010
163,2010,Apr,Reino Unido,Magdalena,19216,176799,19,Apr 2010
164,2010,Apr,Reino Unido,Narino,173244,1403670,173,Apr 2010
165,2010,Apr,Reino Unido,Quindio,30898,288622,31,Apr 2010
166,2010,Apr,Reino Unido,Risaralda,57675,471886,58,Apr 2010
167,2010,Apr,Reino Unido,Tolima,38423,338798,38,Apr 2010
168,2010,Apr,Republica Dominicana,Valle del Cauca,2691,75005,3,Apr 2010
169,2010,Apr,Rumania,Caldas,19257,169577,19,Apr 2010
170,2010,Apr,Rusia,Caldas,217762,4781624,218,Apr 2010
171,2010,Apr,Singapur,Antioquia,9986,305948,10,Apr 2010
172,2010,Apr,Singapur,Caldas,210,11549,0,Apr 2010
173,2010,Apr,Sudafrica,Cauca,20998,163967,21,Apr 2010
174,2010,Apr,Sudafrica,Risaralda,19268,166632,19,Apr 2010
175,2010,Apr,Suecia,Antioquia,41983,361490,42,Apr 2010
176,2010,Apr,Suecia,Bogota,104960,935934,105,Apr 2010
177,2010,Apr,Suecia,Caldas,83850,706971,84,Apr 2010
178,2010,Apr,Suecia,Magdalena,20965,224087,21,Apr 2010
179,2010,Apr,Suecia,Risaralda,292866,2456580,293,Apr 2010
180,2010,Apr,Suecia,Santander,104856,906330,105,Apr 2010
181,2010,Apr,Suecia,Tolima,41979,352772,42,Apr 2010
182,2010,Apr,Suiza,Risaralda,552,9764,1,Apr 2010
183,2010,Apr,Taiwan - provincia de China,Quindio,10462,99736,10,Apr 2010
184,2010,Apr,Trinidad y Tobago,Antioquia,3148,70787,3,Apr 2010
185,2010,Apr,Uruguay,Antioquia,3760,92744,4,Apr 2010
186,2010,Apr,Venezuela,Antioquia,18903,377600,19,Apr 2010
187,2010,Apr,Venezuela,Valle del Cauca,62225,2172122,62,Apr 2010
188,2010,Aug,Alemania,Antioquia,24640,591932,25,Aug 2010
189,2010,Aug,Alemania,Bogota,21015,181043,21,Aug 2010
190,2010,Aug,Alemania,Caldas,330471,3425857,330,Aug 2010
191,2010,Aug,Alemania,Huila,105004,1039283,105,Aug 2010
192,2010,Aug,Alemania,Narino,17507,178474,18,Aug 2010
193,2010,Aug,Alemania,Quindio,189979,1747075,190,Aug 2010
194,2010,Aug,Alemania,Risaralda,547521,5029873,548,Aug 2010
195,2010,Aug,Alemania,Santander,38500,301952,38,Aug 2010
196,2010,Aug,Alemania,Tolima,17504,175630,18,Aug 2010
197,2010,Aug,Alemania,Valle del Cauca,64906,508431,65,Aug 2010
198,2010,Aug,Antigua y Barbuda,Antioquia,79,2003,0,Aug 2010
199,2010,Aug,Antillas Holandesas,Valle del Cauca,7473,199001,7,Aug 2010
200,2010,Aug,Argentina,Bogota,17489,190148,17,Aug 2010
201,2010,Aug,Argentina,Caldas,19289,172941,19,Aug 2010
202,2010,Aug,Aruba,Antioquia,2344,56125,2,Aug 2010
203,2010,Aug,Australia,Bogota,38447,393552,38,Aug 2010
204,2010,Aug,Australia,Caldas,40938,1007700,41,Aug 2010
205,2010,Aug,Australia,Cauca,19875,182270,20,Aug 2010
206,2010,Aug,Australia,Huila,19233,185971,19,Aug 2010
207,2010,Aug,Australia,Risaralda,57734,507588,58,Aug 2010
208,2010,Aug,Australia,Valle del Cauca,40237,319530,40,Aug 2010
209,2010,Aug,Barbados,Antioquia,1638,24889,2,Aug 2010
210,2010,Aug,Belgica,Bogota,231221,2094297,231,Aug 2010
211,2010,Aug,Belgica,Caldas,458183,4943084,458,Aug 2010
212,2010,Aug,Belgica,Cauca,365559,3716745,366,Aug 2010
213,2010,Aug,Belgica,Huila,19285,175183,19,Aug 2010
214,2010,Aug,Belgica,Narino,139537,1533776,140,Aug 2010
215,2010,Aug,Belgica,Quindio,210039,1652097,210,Aug 2010
216,2010,Aug,Belgica,Risaralda,116906,994004,117,Aug 2010
217,2010,Aug,Belgica,Santander,78603,711295,79,Aug 2010
218,2010,Aug,Belgica,Tolima,77601,681480,78,Aug 2010
219,2010,Aug,Belgica,Valle del Cauca,137047,1442513,137,Aug 2010
220,2010,Aug,Bolivia,Antioquia,4458,99881,4,Aug 2010
221,2010,Aug,Bolivia,Valle del Cauca,2489,94674,2,Aug 2010
222,2010,Aug,Canada,Antioquia,328007,2932580,328,Aug 2010
223,2010,Aug,Canada,Bogota,96221,888439,96,Aug 2010
224,2010,Aug,Canada,Caldas,465880,4153493,466,Aug 2010
225,2010,Aug,Canada,Cauca,130970,1190734,131,Aug 2010
226,2010,Aug,Canada,Huila,250821,2243622,251,Aug 2010
227,2010,Aug,Canada,Norte de Santander,19268,175305,19,Aug 2010
228,2010,Aug,Canada,Quindio,94575,818998,95,Aug 2010
229,2010,Aug,Canada,Risaralda,267734,2306154,268,Aug 2010
230,2010,Aug,Canada,Santander,285848,2550186,286,Aug 2010
231,2010,Aug,Canada,Tolima,173210,1364628,173,Aug 2010
232,2010,Aug,Canada,Valle del Cauca,19224,174762,19,Aug 2010
233,2010,Aug,Chile,Antioquia,43306,142688,43,Aug 2010
234,2010,Aug,Chile,Bogota,3517,131284,4,Aug 2010
235,2010,Aug,Chile,Caldas,6463,208606,6,Aug 2010
236,2010,Aug,Corea,Antioquia,19819,411906,20,Aug 2010
237,2010,Aug,Corea,Caldas,11700,340934,12,Aug 2010
238,2010,Aug,Corea,Cauca,257368,2307573,257,Aug 2010
239,2010,Aug,Corea,Huila,55877,487406,56,Aug 2010
240,2010,Aug,Corea,Quindio,140898,1207421,141,Aug 2010
241,2010,Aug,Corea,Valle del Cauca,202220,1859474,202,Aug 2010
242,2010,Aug,Dinamarca,Caldas,5069,160190,5,Aug 2010
243,2010,Aug,Dinamarca,Huila,63774,505329,64,Aug 2010
244,2010,Aug,Ecuador,Antioquia,88084,1003948,88,Aug 2010
245,2010,Aug,Ecuador,Bogota,12431,325721,12,Aug 2010
246,2010,Aug,Ecuador,Caldas,22220,787697,22,Aug 2010
247,2010,Aug,Ecuador,Valle del Cauca,4795,117979,5,Aug 2010
248,2010,Aug,El Salvador,Antioquia,4421,46346,4,Aug 2010
249,2010,Aug,Eslovenia,Caldas,39814,303332,40,Aug 2010
250,2010,Aug,Espana,Antioquia,29960,354820,30,Aug 2010
251,2010,Aug,Espana,Bogota,416,6328,0,Aug 2010
252,2010,Aug,Espana,Caldas,149980,1213785,150,Aug 2010
253,2010,Aug,Espana,Cauca,43420,352999,43,Aug 2010
254,2010,Aug,Espana,Huila,250123,2326730,250,Aug 2010
255,2010,Aug,Espana,Narino,37500,373757,38,Aug 2010
256,2010,Aug,Espana,Quindio,156669,1397712,157,Aug 2010
257,2010,Aug,Espana,Santander,19262,166124,19,Aug 2010
258,2010,Aug,Estados Unidos,Antioquia,1606422,18521195,1606,Aug 2010
259,2010,Aug,Estados Unidos,Bogota,904802,7618997,905,Aug 2010
260,2010,Aug,Estados Unidos,Caldas,2121401,21039933,2121,Aug 2010
261,2010,Aug,Estados Unidos,Cauca,512615,4933656,513,Aug 2010
262,2010,Aug,Estados Unidos,Huila,1613542,12865849,1614,Aug 2010
263,2010,Aug,Estados Unidos,Narino,379634,2983436,380,Aug 2010
264,2010,Aug,Estados Unidos,Norte de Santander,77168,728292,77,Aug 2010
265,2010,Aug,Estados Unidos,Quindio,443354,3721471,443,Aug 2010
266,2010,Aug,Estados Unidos,Risaralda,2735517,23872930,2736,Aug 2010
267,2010,Aug,Estados Unidos,Santander,292014,2473939,292,Aug 2010
268,2010,Aug,Estados Unidos,Tolima,754436,8793197,754,Aug 2010
269,2010,Aug,Estados Unidos,Valle del Cauca,458479,3782103,458,Aug 2010
270,2010,Aug,Estonia,Valle del Cauca,19251,158056,19,Aug 2010
271,2010,Aug,Filipinas,Antioquia,1934,182654,2,Aug 2010
272,2010,Aug,Finlandia,Bogota,210062,1665318,210,Aug 2010
273,2010,Aug,Finlandia,Caldas,20953,190673,21,Aug 2010
274,2010,Aug,Finlandia,Cauca,125923,1214655,126,Aug 2010
275,2010,Aug,Finlandia,Huila,62761,528097,63,Aug 2010
276,2010,Aug,Finlandia,Tolima,83853,808847,84,Aug 2010
277,2010,Aug,Finlandia,Valle del Cauca,209608,1839828,210,Aug 2010
278,2010,Aug,Francia,Antioquia,8810,223508,9,Aug 2010
279,2010,Aug,Francia,Caldas,174617,1480772,175,Aug 2010
280,2010,Aug,Francia,Cauca,151239,1129081,151,Aug 2010
281,2010,Aug,Francia,Risaralda,19268,179904,19,Aug 2010
282,2010,Aug,Francia,Santander,147000,1397969,147,Aug 2010
283,2010,Aug,Francia,Valle del Cauca,21582,128750,22,Aug 2010
284,2010,Aug,Granada,Antioquia,297,10815,0,Aug 2010
285,2010,Aug,Guatemala,Antioquia,6350,80443,6,Aug 2010
286,2010,Aug,Hong Kong,Caldas,7750,133035,8,Aug 2010
287,2010,Aug,Irlanda,Santander,19186,155192,19,Aug 2010
288,2010,Aug,Islandia,Santander,19240,153782,19,Aug 2010
289,2010,Aug,Israel,Bogota,19921,174663,20,Aug 2010
290,2010,Aug,Israel,Caldas,19945,179624,20,Aug 2010
291,2010,Aug,Italia,Bogota,116052,1082783,116,Aug 2010
292,2010,Aug,Italia,Caldas,261966,2994432,262,Aug 2010
293,2010,Aug,Italia,Santander,40219,358336,40,Aug 2010
294,2010,Aug,Japan,Antioquia,121435,1664421,121,Aug 2010
295,2010,Aug,Japan,Bogota,115006,1037799,115,Aug 2010
296,2010,Aug,Japan,Caldas,1149945,10302782,1150,Aug 2010
297,2010,Aug,Japan,Cauca,1051590,10087105,1052,Aug 2010
298,2010,Aug,Japan,Cundinamarca,35021,284269,35,Aug 2010
299,2010,Aug,Japan,Huila,2396247,22666545,2396,Aug 2010
300,2010,Aug,Japan,Magdalena,54261,466315,54,Aug 2010
301,2010,Aug,Japan,Narino,34869,284898,35,Aug 2010
302,2010,Aug,Japan,Quindio,82167,663828,82,Aug 2010
303,2010,Aug,Japan,Risaralda,738999,6834833,739,Aug 2010
304,2010,Aug,Japan,Santander,34982,358428,35,Aug 2010
305,2010,Aug,Japan,Tolima,547470,4690928,547,Aug 2010
306,2010,Aug,Japan,Valle del Cauca,360228,3286746,360,Aug 2010
307,2010,Aug,Jordania,Risaralda,19290,159609,19,Aug 2010
308,2010,Aug,Malasia,Antioquia,10128,274327,10,Aug 2010
309,2010,Aug,Mexico,Bogota,4000,11013,4,Aug 2010
310,2010,Aug,Mexico,Caldas,84208,1677561,84,Aug 2010
311,2010,Aug,Mexico,Risaralda,19248,190636,19,Aug 2010
312,2010,Aug,Mexico,Valle del Cauca,19236,176222,19,Aug 2010
313,2010,Aug,Noruega,Caldas,83597,936246,84,Aug 2010
314,2010,Aug,Noruega,Huila,143294,1196670,143,Aug 2010
315,2010,Aug,Noruega,Quindio,41867,362843,42,Aug 2010
316,2010,Aug,Noruega,Risaralda,179557,1576598,180,Aug 2010
317,2010,Aug,Noruega,Santander,42000,369362,42,Aug 2010
318,2010,Aug,Nueva Zelandia,Cauca,19297,178232,19,Aug 2010
319,2010,Aug,Paises Bajos,Bogota,62479,497746,62,Aug 2010
320,2010,Aug,Paises Bajos,Caldas,62028,868634,62,Aug 2010
321,2010,Aug,Panama,Antioquia,7188,30361,7,Aug 2010
322,2010,Aug,Peru,Antioquia,22661,124791,23,Aug 2010
323,2010,Aug,Peru,Cundinamarca,207,6292,0,Aug 2010
324,2010,Aug,Peru,Tolima,4620,200795,5,Aug 2010
325,2010,Aug,Peru,Valle del Cauca,54845,540523,55,Aug 2010
326,2010,Aug,Polonia,Bogota,275,6046,0,Aug 2010
327,2010,Aug,Polonia,Caldas,15375,317619,15,Aug 2010
328,2010,Aug,Puerto Rico,Antioquia,6380,23881,6,Aug 2010
329,2010,Aug,Puerto Rico,Valle del Cauca,3655,93837,4,Aug 2010
330,2010,Aug,Reino Unido,Antioquia,141723,2245708,142,Aug 2010
331,2010,Aug,Reino Unido,Caldas,121861,2256083,122,Aug 2010
332,2010,Aug,Reino Unido,Cauca,173547,1426349,174,Aug 2010
333,2010,Aug,Reino Unido,Huila,127413,1116600,127,Aug 2010
334,2010,Aug,Reino Unido,Narino,86571,790650,87,Aug 2010
335,2010,Aug,Reino Unido,Quindio,38430,363766,38,Aug 2010
336,2010,Aug,Reino Unido,Risaralda,103754,953413,104,Aug 2010
337,2010,Aug,Reino Unido,Santander,43442,378218,43,Aug 2010
338,2010,Aug,Republica Checa,Santander,21000,187574,21,Aug 2010
339,2010,Aug,Rusia,Caldas,59901,1384638,60,Aug 2010
340,2010,Aug,Rusia,Risaralda,19201,188211,19,Aug 2010
341,2010,Aug,Singapur,Antioquia,7447,248046,7,Aug 2010
342,2010,Aug,Suecia,Caldas,128335,1220361,128,Aug 2010
343,2010,Aug,Suecia,Cauca,83761,757181,84,Aug 2010
344,2010,Aug,Suecia,Huila,104715,905672,105,Aug 2010
345,2010,Aug,Suecia,Risaralda,147033,1183398,147,Aug 2010
346,2010,Aug,Suecia,Santander,124899,1121481,125,Aug 2010
347,2010,Aug,Surinam,Antioquia,3828,79533,4,Aug 2010
348,2010,Aug,Trinidad y Tobago,Antioquia,4813,118712,5,Aug 2010
349,2010,Aug,Venezuela,Antioquia,11782,270381,12,Aug 2010
350,2010,Aug,Venezuela,Valle del Cauca,8882,240694,9,Aug 2010
351,2010,Dec,Alemania,Antioquia,431352,4287404,431,Dec 2010
352,2010,Dec,Alemania,Bogota,19974,205223,20,Dec 2010
353,2010,Dec,Alemania,Caldas,439315,4884283,439,Dec 2010
354,2010,Dec,Alemania,Cauca,15424,150638,15,Dec 2010
355,2010,Dec,Alemania,Huila,440475,4427910,440,Dec 2010
356,2010,Dec,Alemania,Quindio,206464,2110907,206,Dec 2010
357,2010,Dec,Alemania,Risaralda,554751,5733348,555,Dec 2010
358,2010,Dec,Alemania,Santander,142625,1406832,143,Dec 2010
359,2010,Dec,Alemania,Tolima,296284,3035149,296,Dec 2010
360,2010,Dec,Antillas Holandesas,Atlantico,480,5610,0,Dec 2010
361,2010,Dec,Australia,Antioquia,25790,376750,26,Dec 2010
362,2010,Dec,Australia,Bogota,40152,430742,40,Dec 2010
363,2010,Dec,Australia,Caldas,24251,400572,24,Dec 2010
364,2010,Dec,Australia,Huila,38542,449773,39,Dec 2010
365,2010,Dec,Australia,Quindio,42035,363134,42,Dec 2010
366,2010,Dec,Australia,Risaralda,57784,593297,58,Dec 2010
367,2010,Dec,Australia,Valle del Cauca,40234,382716,40,Dec 2010
368,2010,Dec,Barbados,Antioquia,978,27690,1,Dec 2010
369,2010,Dec,Belgica,Antioquia,842252,8607486,842,Dec 2010
370,2010,Dec,Belgica,Bogota,562757,5539953,563,Dec 2010
371,2010,Dec,Belgica,Caldas,748693,7688481,749,Dec 2010
372,2010,Dec,Belgica,Cauca,769245,10479074,769,Dec 2010
373,2010,Dec,Belgica,Huila,96183,938545,96,Dec 2010
374,2010,Dec,Belgica,Magdalena,76984,777861,77,Dec 2010
375,2010,Dec,Belgica,Narino,923690,12751627,924,Dec 2010
376,2010,Dec,Belgica,Norte de Santander,77184,778012,77,Dec 2010
377,2010,Dec,Belgica,Quindio,38570,379093,39,Dec 2010
378,2010,Dec,Belgica,Risaralda,116986,1139422,117,Dec 2010
379,2010,Dec,Belgica,Santander,40284,437097,40,Dec 2010
380,2010,Dec,Belgica,Tolima,8380,81732,8,Dec 2010
381,2010,Dec,Belgica,Valle del Cauca,64849,617754,65,Dec 2010
382,2010,Dec,Bolivia,Valle del Cauca,7460,327334,7,Dec 2010
383,2010,Dec,Canada,Antioquia,792739,8043694,793,Dec 2010
384,2010,Dec,Canada,Bogota,116242,1166512,116,Dec 2010
385,2010,Dec,Canada,Caldas,656374,6262868,656,Dec 2010
386,2010,Dec,Canada,Cesar,57789,598170,58,Dec 2010
387,2010,Dec,Canada,Huila,94510,931357,95,Dec 2010
388,2010,Dec,Canada,Magdalena,38429,452217,38,Dec 2010
389,2010,Dec,Canada,Norte de Santander,269725,2653773,270,Dec 2010
390,2010,Dec,Canada,Quindio,325395,3251352,325,Dec 2010
391,2010,Dec,Canada,Risaralda,404277,4164321,404,Dec 2010
392,2010,Dec,Canada,Santander,404249,4043459,404,Dec 2010
393,2010,Dec,Canada,Tolima,19231,198620,19,Dec 2010
394,2010,Dec,Chile,Antioquia,6261,161808,6,Dec 2010
