,Ano,Mes,DeptoOrigen,CantidadUnidades,ValorMilespesos,Toneladas,date
429,2015,Sep,Quindio,8764005,88570627,8764,Sep 2015
430,2015,Sep,Risaralda,9648315,93560880,9648,Sep 2015
431,2015,Sep,Tolima,3392254,41376841,3392,Sep 2015
432,2016,Apr,Antioquia,19107398,176086699,19107,Apr 2016
433,2016,Apr,Bogota,5887430,53025508,5887,Apr 2016
434,2016,Apr,Caldas,15478437,185003149,15478,Apr 2016
435,2016,Apr,Quindio,8220478,73275181,8220,Apr 2016
436,2016,Apr,Risaralda,14212449,122248781,14212,Apr 2016
437,2016,Apr,Tolima,2344065,26466878,2344,Apr 2016
438,2016,Aug,Antioquia,7008973,82939983,7009,Aug 2016
439,2016,Aug,Bogota,3592182,36198175,3592,Aug 2016
440,2016,Aug,Caldas,7540694,93190900,7541,Aug 2016
441,2016,Aug,Quindio,4494975,45334629,4495,Aug 2016
442,2016,Aug,Risaralda,8087595,75486392,8088,Aug 2016
443,2016,Aug,Tolima,2679544,32827642,2680,Aug 2016
444,2016,Dec,Antioquia,18953480,219687541,18953,Dec 2016
445,2016,Dec,Bogota,6732682,79496560,6733,Dec 2016
446,2016,Dec,Caldas,20693296,271486723,20693,Dec 2016
447,2016,Dec,Quindio,12399880,144123126,12400,Dec 2016
448,2016,Dec,Risaralda,11600910,127205235,11601,Dec 2016
449,2016,Dec,Tolima,5144879,64191606,5145,Dec 2016
450,2016,Jan,Antioquia,6190557,82092353,6191,Jan 2016
451,2016,Jan,Bogota,2387552,23418030,2388,Jan 2016
452,2016,Jan,Caldas,5901902,75316860,5902,Jan 2016
453,2016,Jan,Quindio,6370590,62469846,6371,Jan 2016
454,2016,Jan,Risaralda,9523347,92836310,9523,Jan 2016
455,2016,Jan,Tolima,2649754,35103460,2650,Jan 2016
456,2016,Feb,Antioquia,8208352,99835066,8208,Feb 2016
457,2016,Feb,Bogota,3860546,38869669,3861,Feb 2016
458,2016,Feb,Caldas,5252686,69298252,5253,Feb 2016
459,2016,Feb,Quindio,7263251,73984944,7263,Feb 2016
460,2016,Feb,Risaralda,10257957,101915297,10258,Feb 2016
461,2016,Feb,Tolima,2352352,31657345,2352,Feb 2016
462,2016,Jul,Antioquia,6156777,67155174,6157,Jul 2016
463,2016,Jul,Bogota,2677924,25831287,2678,Jul 2016
464,2016,Jul,Caldas,4216967,53809660,4217,Jul 2016
465,2016,Jul,Quindio,4971937,49092953,4972,Jul 2016
466,2016,Jul,Risaralda,7331427,69027379,7331,Jul 2016
467,2016,Jul,Tolima,1144362,14311726,1144,Jul 2016
468,2016,Jun,Antioquia,9228146,98252755,9228,Jun 2016
469,2016,Jun,Bogota,3112570,30655667,3113,Jun 2016
470,2016,Jun,Caldas,10069339,120207213,10069,Jun 2016
471,2016,Jun,Quindio,6119117,56800101,6119,Jun 2016
472,2016,Jun,Risaralda,8998292,83014114,8998,Jun 2016
473,2016,Jun,Tolima,1591066,22871774,1591,Jun 2016
474,2016,Mar,Antioquia,9740783,115741367,9741,Mar 2016
475,2016,Mar,Bogota,3918303,39423187,3918,Mar 2016
476,2016,Mar,Caldas,7911407,89324411,7911,Mar 2016
477,2016,Mar,Quindio,4655824,46454664,4656,Mar 2016
478,2016,Mar,Risaralda,9684261,88041281,9684,Mar 2016
479,2016,Mar,Tolima,3078446,34328671,3078,Mar 2016
480,2016,May,Antioquia,8829862,95938996,8830,May 2016
481,2016,May,Bogota,3366284,33733864,3366,May 2016
482,2016,May,Caldas,8227142,94722548,8227,May 2016
483,2016,May,Quindio,4138869,38096647,4139,May 2016
484,2016,May,Risaralda,8508505,74031537,8509,May 2016
485,2016,May,Tolima,1747523,20537826,1748,May 2016
486,2016,Nov,Antioquia,12640333,148351244,12640,Nov 2016
487,2016,Nov,Bogota,2822808,33847731,2823,Nov 2016
488,2016,Nov,Caldas,9084030,122412381,9084,Nov 2016
489,2016,Nov,Quindio,6403183,71358499,6403,Nov 2016
490,2016,Nov,Risaralda,9649475,105162180,9649,Nov 2016
491,2016,Nov,Tolima,4215358,51777007,4215,Nov 2016
492,2016,Oct,Antioquia,6883555,83813307,6884,Oct 2016
493,2016,Oct,Bogota,4293354,44761419,4293,Oct 2016
494,2016,Oct,Caldas,8418741,101190541,8419,Oct 2016
495,2016,Oct,Quindio,5691558,58556126,5692,Oct 2016
496,2016,Oct,Risaralda,6551735,67594227,6552,Oct 2016
497,2016,Oct,Tolima,7135568,77278139,7136,Oct 2016
498,2016,Sep,Antioquia,7415697,84372566,7416,Sep 2016
499,2016,Sep,Bogota,4590327,47974987,4590,Sep 2016
500,2016,Sep,Caldas,8623223,107439359,8623,Sep 2016
501,2016,Sep,Quindio,6583098,65830768,6583,Sep 2016
502,2016,Sep,Risaralda,6824912,67702496,6825,Sep 2016
503,2016,Sep,Tolima,3389301,39258168,3389,Sep 2016
504,2017,Apr,Antioquia,11111830,130158717,11112,Apr 2017
505,2017,Apr,Bogota,1825837,20155074,1826,Apr 2017
506,2017,Apr,Caldas,13302795,159627881,13303,Apr 2017
507,2017,Apr,Quindio,5709776,60041035,5710,Apr 2017
508,2017,Apr,Risaralda,8623886,85660313,8624,Apr 2017
509,2017,Apr,Tolima,2881598,33307824,2882,Apr 2017
510,2017,Aug,Antioquia,8547372,103491233,8547,Aug 2017
511,2017,Aug,Bogota,1979824,23631142,1980,Aug 2017
512,2017,Aug,Caldas,14353796,167961762,14354,Aug 2017
513,2017,Aug,Quindio,5502279,56142127,5502,Aug 2017
514,2017,Aug,Risaralda,7064064,71039703,7064,Aug 2017
515,2017,Aug,Tolima,1810171,23685718,1810,Aug 2017
516,2017,Dec,Antioquia,9644321,107436802,9644,Dec 2017
517,2017,Dec,Bogota,1129909,18093676,1130,Dec 2017
518,2017,Dec,Caldas,13447504,155056544,13447,Dec 2017
519,2017,Dec,Quindio,4945153,50227594,4945,Dec 2017
520,2017,Dec,Risaralda,7050392,68534618,7050,Dec 2017
521,2017,Dec,Tolima,2408412,29059015,2408,Dec 2017
522,2017,Jan,Antioquia,7649214,94494465,7649,Jan 2017
523,2017,Jan,Bogota,2260745,27266818,2261,Jan 2017
524,2017,Jan,Caldas,9172916,111235698,9173,Jan 2017
525,2017,Jan,Quindio,6743140,76620150,6743,Jan 2017
526,2017,Jan,Risaralda,10597761,112218842,10598,Jan 2017
527,2017,Jan,Tolima,2460483,33929741,2460,Jan 2017
528,2017,Feb,Antioquia,10698163,127363574,10698,Feb 2017
529,2017,Feb,Bogota,2564430,29623047,2564,Feb 2017
530,2017,Feb,Caldas,7684809,98499370,7685,Feb 2017
531,2017,Feb,Quindio,6022791,64476604,6023,Feb 2017
532,2017,Feb,Risaralda,7007365,70677266,7007,Feb 2017
533,2017,Feb,Tolima,3515714,43027895,3516,Feb 2017
534,2017,Jul,Antioquia,8155571,94804427,8156,Jul 2017
535,2017,Jul,Bogota,2787558,32718622,2788,Jul 2017
536,2017,Jul,Caldas,16869483,199779723,16869,Jul 2017
537,2017,Jul,Quindio,6572820,68182090,6573,Jul 2017
538,2017,Jul,Risaralda,7347986,73323528,7348,Jul 2017
539,2017,Jul,Tolima,2126745,26667921,2127,Jul 2017
540,2017,Jun,Antioquia,6134937,78128946,6135,Jun 2017
541,2017,Jun,Bogota,1807956,21527844,1808,Jun 2017
542,2017,Jun,Caldas,10093638,121320275,10094,Jun 2017
543,2017,Jun,Quindio,2271135,23165727,2271,Jun 2017
544,2017,Jun,Risaralda,5771656,58290288,5772,Jun 2017
545,2017,Jun,Tolima,1588824,19103329,1589,Jun 2017
546,2017,Mar,Antioquia,13005489,159067925,13005,Mar 2017
547,2017,Mar,Bogota,2761235,32747099,2761,Mar 2017
548,2017,Mar,Caldas,15447770,199891806,15448,Mar 2017
549,2017,Mar,Quindio,6818686,73740605,6819,Mar 2017
550,2017,Mar,Risaralda,8494749,88808719,8495,Mar 2017
551,2017,Mar,Tolima,3999699,50169932,4000,Mar 2017
552,2017,May,Antioquia,11774365,137642316,11774,May 2017
553,2017,May,Bogota,1083126,14009097,1083,May 2017
554,2017,May,Caldas,11222499,142022348,11222,May 2017
555,2017,May,Quindio,3228994,35107102,3229,May 2017
556,2017,May,Risaralda,7185739,72426033,7186,May 2017
557,2017,May,Tolima,1854919,27731846,1855,May 2017
558,2017,Nov,Antioquia,9721480,110274853,9721,Nov 2017
559,2017,Nov,Bogota,736852,10456102,737,Nov 2017
560,2017,Nov,Caldas,14322637,167566049,14323,Nov 2017
561,2017,Nov,Quindio,4832514,49235423,4833,Nov 2017
562,2017,Nov,Risaralda,5430635,54087195,5431,Nov 2017
563,2017,Nov,Tolima,2368891,27975832,2369,Nov 2017
564,2017,Oct,Antioquia,8481191,100066158,8481,Oct 2017
565,2017,Oct,Bogota,1117649,14936171,1118,Oct 2017
566,2017,Oct,Caldas,12393881,150143205,12394,Oct 2017
567,2017,Oct,Quindio,6443319,68652073,6443,Oct 2017
568,2017,Oct,Risaralda,4878635,49134939,4879,Oct 2017
569,2017,Oct,Tolima,3127159,34936981,3127,Oct 2017
570,2017,Sep,Antioquia,8532497,104904139,8533,Sep 2017
571,2017,Sep,Bogota,1592181,18503463,1592,Sep 2017
572,2017,Sep,Caldas,13210050,159397308,13210,Sep 2017
573,2017,Sep,Quindio,8312051,88391533,8312,Sep 2017
574,2017,Sep,Risaralda,7112968,70133404,7113,Sep 2017
575,2017,Sep,Tolima,2569148,28907295,2569,Sep 2017
576,2018,Apr,Antioquia,11163616,114797914,11164,Apr 2018
577,2018,Apr,Bogota,1263169,14613923,1263,Apr 2018
578,2018,Apr,Caldas,16899545,177733844,16900,Apr 2018
579,2018,Apr,Quindio,6791858,61350025,6792,Apr 2018
580,2018,Apr,Risaralda,6615100,57069142,6615,Apr 2018
581,2018,Apr,Tolima,2194428,26389473,2194,Apr 2018
582,2018,Jan,Antioquia,12478006,136911471,12478,Jan 2018
583,2018,Jan,Bogota,1626700,16714893,1627,Jan 2018
584,2018,Jan,Caldas,14580627,157542184,14581,Jan 2018
585,2018,Jan,Quindio,8986468,86252121,8986,Jan 2018
586,2018,Jan,Risaralda,8713111,81112731,8713,Jan 2018
587,2018,Jan,Tolima,3450669,35282112,3451,Jan 2018
588,2018,Feb,Antioquia,9668458,103646467,9668,Feb 2018
589,2018,Feb,Bogota,952403,11152552,952,Feb 2018
590,2018,Feb,Caldas,13419951,144715752,13420,Feb 2018
591,2018,Feb,Quindio,4060820,39001372,4061,Feb 2018
592,2018,Feb,Risaralda,4354440,38587145,4354,Feb 2018
593,2018,Feb,Tolima,2191405,23848073,2191,Feb 2018
594,2018,Mar,Antioquia,8513958,90436299,8514,Mar 2018
595,2018,Mar,Bogota,853695,8924584,854,Mar 2018
596,2018,Mar,Caldas,15030241,159890404,15030,Mar 2018
597,2018,Mar,Quindio,5746528,53459411,5747,Mar 2018
598,2018,Mar,Risaralda,6396484,57194026,6396,Mar 2018
599,2018,Mar,Tolima,2196698,24359244,2197,Mar 2018
600,2018,May,Antioquia,9581013,101549531,9581,May 2018
601,2018,May,Bogota,675464,8477821,675,May 2018
602,2018,May,Caldas,16097523,169840058,16098,May 2018
603,2018,May,Quindio,6063142,57946243,6063,May 2018
604,2018,May,Risaralda,5961399,53845545,5961,May 2018
605,2018,May,Tolima,1776920,22116462,1777,May 2018
